STCNTYBR,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
17159,358384.0,351526.0,385313.0,392317.0,402457.0,395042.0,386827.0,400258.0,397480.0,401659.0,406327.0
17161,2506524.0,2525087.0,2550602.0,2599947.0,2648244.0,2957632.0,2493442.0,2644845.0,2572523.0,2526893.0,2282734.0
17163,3686149.0,3656785.0,3553811.0,3757739.0,3922530.0,3850762.0,3933377.0,3842228.0,3949372.0,4009994.0,4002653.0
17165,543738.0,561800.0,612500.0,641138.0,626149.0,627941.0,626983.0,632900.0,646671.0,652708.0,678453.0
17167,4816576.0,4670649.0,4880629.0,4966042.0,4911623.0,4997489.0,5039583.0,5439542.0,5566241.0,5762654.0,6025903.0
17169,127416.0,139296.0,143742.0,141663.0,152660.0,149214.0,146492.0,144347.0,146469.0,153404.0,152785.0
17171,101316.0,104087.0,109855.0,112136.0,112003.0,116910.0,112544.0,116660.0,116559.0,114790.0,117384.0
17173,385965.0,398627.0,435330.0,446395.0,458361.0,450179.0,442238.0,435018.0,443629.0,445571.0,475621.0
17175,199769.0,186282.0,215765.0,237008.0,236434.0,223940.0,215355.0,228531.0,237014.0,244217.0,226720.0
17177,1145287.0,1158433.0,1197059.0,1236496.0,1248545.0,1259090.0,1293847.0,1299992.0,1336717.0,1370445.0,1371162.0
17179,2429443.0,2628201.0,2520982.0,2505571.0,2457391.0,2557864.0,2642034.0,2795193.0,2822102.0,2824622.0,2772071.0
17181,282962.0,293719.0,314563.0,321016.0,321401.0,321940.0,319736.0,318085.0,324338.0,335266.0,331547.0
17183,1025242.0,1039399.0,1055374.0,1081496.0,1077225.0,1096764.0,1087269.0,1037876.0,1107140.0,1176541.0,1207407.0
17185,248381.0,247401.0,267709.0,281635.0,291955.0,296522.0,294476.0,295355.0,291024.0,304753.0,317419.0
17187,411402.0,414928.0,455262.0,477191.0,461246.0,472655.0,478891.0,477006.0,482389.0,482639.0,494398.0
17189,346085.0,349923.0,381132.0,387521.0,406221.0,411442.0,397903.0,394390.0,404428.0,405623.0,409367.0
17191,314716.0,336565.0,365023.0,387562.0,417267.0,429976.0,429408.0,439493.0,436949.0,471277.0,478960.0
17193,324794.0,332489.0,357779.0,367606.0,375323.0,405900.0,432086.0,401130.0,390073.0,411037.0,393628.0
17195,1258676.0,1280753.0,1328502.0,1424025.0,1437702.0,1399748.0,1435233.0,1450590.0,1459982.0,1486128.0,1452109.0
17197,10133708.0,9839132.0,9655499.0,9669226.0,9727032.0,10050734.0,10707742.0,11722662.0,12417428.0,13023564.0,13736926.0
17199,1208567.0,1108457.0,1075510.0,1047872.0,1077367.0,1081581.0,1127053.0,1166325.0,1220588.0,1299604.0,1313269.0
17201,5696610.0,4777531.0,4689314.0,4808016.0,5514215.0,4690887.0,5075172.0,5287034.0,5344932.0,5575265.0,5770328.0
17203,608554.0,623292.0,632439.0,673187.0,671680.0,689584.0,680592.0,706945.0,703734.0,710604.0,732223.0
18001,503012.0,500961.0,524625.0,516726.0,520000.0,552976.0,558943.0,628894.0,676990.0,710732.0,686014.0
18003,4429574.0,4962021.0,4959249.0,5349806.0,5729202.0,5703179.0,6044792.0,6913830.0,6741959.0,7040342.0,6250828.0
18005,2200104.0,1274743.0,1190174.0,1200503.0,1140211.0,1125674.0,1136917.0,1167216.0,1247226.0,1327384.0,1367593.0
18007,204507.0,212532.0,214151.0,227437.0,241297.0,243942.0,237288.0,239216.0,244171.0,244624.0,243685.0
18009,116912.0,120187.0,122746.0,119279.0,138549.0,159956.0,176725.0,182565.0,181162.0,149291.0,150086.0
18011,647474.0,659917.0,675005.0,708211.0,746183.0,747605.0,792938.0,848491.0,921251.0,1003610.0,1035822.0
18013,109027.0,98379.0,99214.0,106559.0,102610.0,101235.0,107966.0,97648.0,107103.0,110334.0,98680.0
18015,259881.0,269573.0,264558.0,293691.0,303550.0,385749.0,310522.0,308590.0,292559.0,287860.0,302919.0
18017,587670.0,568231.0,588779.0,596811.0,602340.0,584640.0,586285.0,599663.0,643489.0,664151.0,692537.0
18019,1262228.0,1254790.0,1258579.0,1352630.0,1361598.0,1459582.0,1449213.0,1523718.0,1582347.0,1665242.0,1729382.0
18021,287175.0,293376.0,295115.0,310729.0,308792.0,311750.0,304546.0,307676.0,334921.0,367841.0,360256.0
18023,426800.0,432127.0,447203.0,440345.0,446063.0,435382.0,421321.0,440774.0,424870.0,443539.0,459146.0
18025,92579.0,94519.0,94942.0,95433.0,90072.0,90420.0,91072.0,92342.0,92172.0,83706.0,89197.0
18027,411973.0,408003.0,434538.0,441655.0,445572.0,455000.0,459790.0,485372.0,514092.0,540899.0,569843.0
18029,909215.0,912181.0,914912.0,948734.0,954485.0,938735.0,878888.0,893549.0,923794.0,894731.0,996479.0
18031,478755.0,501531.0,544957.0,536081.0,556970.0,535949.0,546266.0,564386.0,591446.0,454039.0,470346.0
18033,501092.0,512775.0,540707.0,554874.0,552263.0,554943.0,524620.0,540764.0,560726.0,573642.0,664287.0
18035,1621924.0,1681801.0,1588992.0,1630678.0,1656839.0,1769034.0,1915594.0,2009598.0,2232495.0,2535689.0,2797444.0
18037,1194219.0,1202313.0,1217727.0,1305451.0,1297677.0,1336134.0,1370451.0,1405817.0,1474007.0,1549788.0,1621060.0
18039,2305244.0,2444009.0,2260849.0,2301629.0,2330517.0,2377559.0,2639665.0,2896467.0,3055958.0,3273339.0,3383687.0
18041,294783.0,306495.0,324157.0,317669.0,316241.0,298959.0,298927.0,313148.0,327160.0,335449.0,335162.0
18043,1166737.0,1207661.0,1236239.0,1239470.0,1258761.0,1313815.0,1336661.0,1421432.0,1466086.0,1522858.0,1531481.0
18045,311176.0,320996.0,336694.0,343123.0,365932.0,365639.0,349508.0,349134.0,358060.0,390729.0,390699.0
18047,400719.0,406000.0,411697.0,423435.0,436026.0,433608.0,420550.0,428734.0,444118.0,432430.0,441069.0
18049,286342.0,270350.0,278738.0,281796.0,321665.0,295416.0,301656.0,302213.0,297979.0,313485.0,317803.0
18051,421499.0,436337.0,454652.0,458362.0,458150.0,449837.0,458268.0,476112.0,501047.0,505332.0,519311.0
18053,717689.0,577152.0,701981.0,717162.0,704757.0,701235.0,678201.0,655047.0,689943.0,703846.0,721619.0
18055,432358.0,426598.0,430787.0,420580.0,397952.0,390258.0,403279.0,417822.0,427278.0,425784.0,380025.0
18057,3867756.0,3425045.0,3687211.0,3848580.0,4029685.0,4465399.0,5584590.0,8151766.0,9132963.0,10294995.0,11800658.0
18059,684502.0,691985.0,699308.0,735046.0,760740.0,799926.0,811006.0,939768.0,1012294.0,1034577.0,1054366.0
18061,579201.0,615068.0,608483.0,621898.0,587011.0,622052.0,658783.0,705021.0,767928.0,781699.0,830686.0
18063,1765729.0,1808402.0,1953397.0,1885222.0,1834375.0,1858989.0,1936181.0,2120894.0,2369371.0,2527705.0,2743092.0
18065,630579.0,621598.0,632528.0,637986.0,632944.0,624969.0,641722.0,630037.0,609121.0,628766.0,638495.0
18067,1077391.0,1058392.0,1024954.0,1035213.0,1049145.0,1047761.0,1058206.0,1082750.0,1114060.0,1149382.0,1194799.0
18069,523006.0,564955.0,583175.0,593295.0,626654.0,620304.0,562750.0,576263.0,576040.0,588054.0,618999.0
18071,705124.0,744433.0,747093.0,746787.0,727588.0,751273.0,770370.0,780297.0,851430.0,859622.0,866774.0
18073,548254.0,561822.0,558298.0,587025.0,622119.0,615772.0,603747.0,633770.0,653203.0,598566.0,658585.0
18075,258777.0,248595.0,241646.0,247307.0,225626.0,228278.0,226299.0,206469.0,210329.0,244940.0,251327.0
18077,475747.0,481611.0,458993.0,454984.0,294453.0,482226.0,483142.0,438792.0,457740.0,451310.0,455518.0
18079,250431.0,245061.0,238438.0,231565.0,223736.0,220893.0,222940.0,220274.0,230996.0,246676.0,274716.0
18081,1579166.0,1650259.0,1633478.0,1662850.0,1735375.0,1761866.0,1822918.0,1832133.0,2093894.0,2205693.0,2392191.0
18083,714831.0,666473.0,647203.0,660592.0,660905.0,638185.0,666928.0,691309.0,711035.0,744751.0,775197.0
18085,1296704.0,1445951.0,1350740.0,1202323.0,1169660.0,1248965.0,1289220.0,1327052.0,1364552.0,1558381.0,1708915.0
18087,422428.0,431871.0,414068.0,434517.0,465456.0,494237.0,506794.0,529610.0,554502.0,572722.0,582258.0
18089,7433426.0,7500047.0,7385245.0,7513491.0,7727552.0,7960012.0,8100905.0,8562399.0,8970111.0,9581769.0,10262262.0
18091,1349012.0,1577057.0,1578116.0,1637630.0,1576839.0,1604769.0,1551942.0,1662578.0,1520966.0,1653772.0,1708272.0
18093,422681.0,425272.0,416039.0,395545.0,390680.0,383016.0,392585.0,389059.0,398664.0,397817.0,396269.0
18095,1359426.0,1288029.0,1264267.0,1271336.0,1428976.0,1237180.0,1275787.0,1324669.0,1354865.0,1410547.0,1498046.0
18097,17338914.0,20279007.0,21031814.0,22660912.0,24123157.0,26128000.0,28972857.0,27749872.0,28618430.0,30175124.0,31290506.0
18099,693876.0,713261.0,737318.0,741808.0,740006.0,744804.0,720416.0,758261.0,746517.0,759507.0,823274.0
18101,125667.0,127813.0,112599.0,114555.0,116884.0,111797.0,113336.0,119207.0,125524.0,137358.0,135830.0
18103,404302.0,424890.0,429659.0,433050.0,418935.0,445988.0,354397.0,392216.0,389125.0,382867.0,407011.0
18105,1689544.0,1821983.0,1857881.0,2002497.0,1857778.0,1944929.0,2102604.0,2282521.0,2463446.0,2549517.0,2549586.0
18107,588621.0,575374.0,568839.0,576385.0,585620.0,584253.0,581090.0,605313.0,645271.0,638525.0,649706.0
18109,784946.0,785203.0,719976.0,729596.0,730710.0,752608.0,770486.0,852988.0,918579.0,946974.0,1046524.0
18111,249373.0,247816.0,268705.0,292682.0,329500.0,327334.0,335675.0,340407.0,353309.0,348377.0,359090.0
18113,437278.0,459798.0,473829.0,495812.0,516845.0,517973.0,529582.0,522364.0,541809.0,586653.0,582272.0
18115,88414.0,83244.0,83789.0,79389.0,91915.0,87086.0,88794.0,89340.0,98363.0,105547.0,100122.0
18117,249498.0,252170.0,246276.0,243236.0,219098.0,206586.0,212989.0,222996.0,232578.0,260921.0,253793.0
18119,187703.0,193448.0,199695.0,205221.0,199618.0,200790.0,198945.0,201313.0,210986.0,214571.0,219881.0
18121,168384.0,178446.0,169531.0,170099.0,175469.0,181376.0,181325.0,185643.0,193926.0,198011.0,202842.0
18123,331776.0,325549.0,335628.0,317902.0,322690.0,319645.0,310270.0,328783.0,341553.0,343080.0,342935.0
18125,145003.0,144698.0,150869.0,143865.0,129473.0,128878.0,129460.0,130955.0,145682.0,148752.0,140518.0
18127,2155210.0,2376067.0,2538090.0,2624986.0,2669301.0,2783948.0,2658128.0,2809892.0,2976411.0,2973023.0,3101539.0
18129,341334.0,356941.0,361302.0,388116.0,393470.0,384947.0,405017.0,405754.0,435529.0,419141.0,410146.0
18131,349542.0,343539.0,361961.0,372907.0,400034.0,391872.0,381084.0,386766.0,400020.0,404087.0,402670.0
18133,441188.0,455902.0,453304.0,462377.0,495266.0,470845.0,481763.0,510387.0,545942.0,548163.0,584221.0
18135,426523.0,566047.0,518347.0,692845.0,662434.0,726997.0,891182.0,832944.0,1227767.0,1750346.0,2542237.0
18137,572628.0,573299.0,677451.0,695629.0,689041.0,701574.0,698145.0,706345.0,732161.0,734138.0,762458.0
18139,226753.0,291936.0,287764.0,303923.0,323272.0,338295.0,350401.0,369095.0,296506.0,287532.0,231400.0
18141,3935089.0,4493694.0,4632693.0,4495630.0,5031774.0,3843361.0,3779512.0,4073225.0,4438428.0,4822841.0,4789990.0
18143,243894.0,251275.0,252228.0,253641.0,261030.0,266579.0,275970.0,256852.0,254505.0,251915.0,253111.0
18145,599310.0,581910.0,597545.0,487439.0,495442.0,505433.0,505136.0,538246.0,549092.0,588871.0,624731.0
18147,287535.0,298572.0,312899.0,295612.0,304858.0,315552.0,310119.0,319423.0,323278.0,335465.0,344092.0
18149,235507.0,239155.0,244203.0,247814.0,246174.0,250643.0,239286.0,243632.0,250192.0,262517.0,270559.0
18151,468005.0,466587.0,451640.0,459733.0,453446.0,486891.0,498385.0,529980.0,554303.0,552266.0,576368.0
18153,285705.0,252170.0,238105.0,238266.0,239667.0,238644.0,243455.0,262886.0,269644.0,277201.0,281906.0
18155,82300.0,81157.0,82621.0,82867.0,81146.0,78804.0,79901.0,83282.0,86898.0,89712.0,94463.0
18157,2057917.0,1995262.0,2016108.0,2033663.0,2145809.0,2305422.0,2279636.0,2443556.0,2589317.0,2695751.0,2785456.0
18159,200791.0,199747.0,182645.0,184389.0,199487.0,191786.0,176585.0,176890.0,158261.0,177407.0,180235.0
18161,92976.0,97246.0,97093.0,103002.0,101350.0,101939.0,102800.0,110559.0,107164.0,113252.0,114897.0
18163,3624742.0,3736488.0,3483843.0,2998871.0,2964112.0,3167872.0,3623304.0,3688615.0,3717050.0,3800444.0,4311609.0
18165,212982.0,199878.0,219049.0,218678.0,223364.0,204042.0,193358.0,205860.0,203757.0,197787.0,198666.0
18167,1572106.0,1769988.0,1743962.0,1770333.0,1766323.0,1739727.0,1729905.0,1750205.0,1828241.0,1799662.0,1829860.0
18169,362478.0,365690.0,373984.0,378735.0,377991.0,382280.0,358345.0,368537.0,409316.0,431828.0,435225.0
18171,83871.0,85202.0,89933.0,90058.0,97144.0,99008.0,98543.0,95117.0,99759.0,61938.0,66108.0
18173,581514.0,579091.0,588479.0,604226.0,625889.0,637495.0,694800.0,740390.0,796919.0,814533.0,835340.0
18175,320588.0,314166.0,309857.0,309392.0,298992.0,290518.0,285642.0,303439.0,318393.0,334262.0,317084.0
18177,1140515.0,1150284.0,1097572.0,1107471.0,1122365.0,1239541.0,1142866.0,1092318.0,1135447.0,1364522.0,1675918.0
18179,402744.0,415481.0,418265.0,460938.0,414841.0,417034.0,426373.0,444640.0,453406.0,463984.0,486091.0
18181,430891.0,468833.0,496042.0,516660.0,548757.0,547318.0,486390.0,478396.0,471232.0,478088.0,470253.0
18183,421779.0,423595.0,446206.0,439248.0,446580.0,430850.0,435232.0,455554.0,477077.0,496178.0,530068.0
19001,212887.0,220575.0,231867.0,259210.0,264615.0,251198.0,267613.0,283322.0,279899.0,269123.0,244017.0
19003,70195.0,80059.0,86922.0,88139.0,96739.0,103861.0,110737.0,110811.0,98599.0,102808.0,103332.0
19005,470304.0,481056.0,515055.0,539880.0,561713.0,570287.0,575009.0,601851.0,608856.0,607467.0,622458.0
19007,179660.0,180401.0,183058.0,192219.0,198326.0,193012.0,201661.0,197581.0,201343.0,207697.0,195915.0
19009,156625.0,149952.0,162897.0,167483.0,171934.0,181941.0,185248.0,185308.0,184407.0,186474.0,194639.0
19011,493904.0,501755.0,526894.0,570066.0,578927.0,594924.0,572428.0,574202.0,593894.0,590132.0,604034.0
19013,1551383.0,1662058.0,1654815.0,1712308.0,1827140.0,1844194.0,1912239.0,2036776.0,2048805.0,2077135.0,2183084.0
19015,370018.0,366467.0,401746.0,414495.0,428607.0,432293.0,443102.0,451061.0,468796.0,468440.0,483803.0
19017,520452.0,564294.0,596561.0,637203.0,683196.0,676098.0,707621.0,730405.0,794510.0,859294.0,913735.0
19019,370162.0,350597.0,377796.0,429027.0,432909.0,426453.0,429760.0,469650.0,503638.0,512697.0,516455.0
19021,603635.0,639480.0,669748.0,712951.0,752457.0,761891.0,745608.0,756698.0,769125.0,761294.0,735846.0
19023,308642.0,350914.0,374384.0,410033.0,405702.0,449448.0,450757.0,468541.0,492280.0,504029.0,551263.0
19025,237221.0,244556.0,267883.0,279697.0,288136.0,292010.0,309097.0,302554.0,309917.0,322556.0,326733.0
19027,651053.0,677974.0,731940.0,766172.0,800508.0,830092.0,837418.0,852842.0,858164.0,876265.0,939899.0
19029,529082.0,585602.0,719413.0,803632.0,780255.0,968679.0,1053399.0,868222.0,1016244.0,1299496.0,1105742.0
19031,300611.0,299786.0,316723.0,342768.0,358163.0,355337.0,350961.0,354862.0,363203.0,355410.0,351580.0
19033,935575.0,994312.0,1064088.0,1143409.0,1133694.0,1155331.0,1187868.0,1233275.0,1219805.0,1272833.0,1298385.0
19035,334416.0,329338.0,363207.0,372808.0,389190.0,379537.0,399180.0,388380.0,404576.0,404861.0,413156.0
19037,401602.0,404974.0,422634.0,441716.0,447862.0,442385.0,423694.0,423522.0,445224.0,437197.0,439576.0
19039,212289.0,207539.0,209253.0,228905.0,228416.0,232846.0,242370.0,235639.0,249152.0,266330.0,272828.0
19041,566394.0,601901.0,629578.0,673602.0,694440.0,726173.0,751862.0,776148.0,794403.0,830304.0,930064.0
19043,576717.0,603262.0,650424.0,703038.0,789667.0,887311.0,964714.0,1007480.0,1145527.0,1105492.0,1212624.0
19045,849223.0,891087.0,898808.0,938267.0,961453.0,964963.0,979020.0,1014092.0,1069034.0,1075512.0,1061757.0
19047,406069.0,406859.0,427858.0,471600.0,485935.0,494927.0,511110.0,511061.0,517411.0,524223.0,530406.0
19049,821898.0,832705.0,830843.0,855334.0,917840.0,995026.0,1025255.0,1161148.0,1255762.0,1353480.0,1377183.0
19051,121082.0,125204.0,129504.0,134858.0,136732.0,152999.0,162508.0,200901.0,187423.0,193802.0,205119.0
19053,96862.0,106818.0,107468.0,110057.0,112737.0,114546.0,118611.0,124640.0,128805.0,133048.0,144997.0
19055,503092.0,526613.0,557660.0,616893.0,596430.0,599595.0,615269.0,642560.0,663975.0,690619.0,730623.0
19057,818166.0,840093.0,895978.0,952576.0,958592.0,1030876.0,1070158.0,1062091.0,1109437.0,1119564.0,1152637.0
19059,524980.0,505752.0,541084.0,564353.0,574958.0,584902.0,658281.0,708316.0,739561.0,779681.0,818480.0
19061,2326143.0,2229873.0,2387619.0,2486226.0,2444029.0,2384804.0,2706841.0,2770011.0,2845616.0,2856177.0,2945072.0
19063,233701.0,233431.0,251579.0,268658.0,300524.0,304362.0,323509.0,315956.0,311451.0,299847.0,316316.0
19065,434335.0,432952.0,461573.0,498982.0,508818.0,519835.0,519045.0,513958.0,512512.0,502864.0,496436.0
19067,399958.0,417093.0,428702.0,441454.0,459434.0,480687.0,468889.0,463253.0,455570.0,445432.0,458949.0
19069,235567.0,253907.0,269358.0,292068.0,308503.0,313548.0,307255.0,309529.0,309891.0,311140.0,331926.0
19071,174400.0,167332.0,178122.0,193996.0,200626.0,206251.0,188879.0,185538.0,190415.0,191706.0,205113.0
19073,294152.0,314275.0,338748.0,358593.0,366681.0,396557.0,390981.0,394711.0,417425.0,432712.0,438248.0
19075,357736.0,367178.0,401076.0,434369.0,449322.0,453346.0,494780.0,529806.0,588012.0,647614.0,758620.0
19077,308780.0,312258.0,319562.0,335548.0,340981.0,339379.0,337274.0,336053.0,335061.0,340929.0,348933.0
19079,342178.0,349668.0,376570.0,390715.0,393942.0,377877.0,401682.0,431375.0,407920.0,424952.0,436523.0
19081,269842.0,266568.0,278867.0,293986.0,310393.0,309725.0,301758.0,290326.0,305857.0,314235.0,316421.0
19083,577403.0,605138.0,633419.0,678785.0,676893.0,703245.0,717002.0,724211.0,771758.0,783308.0,809639.0
19085,235046.0,240653.0,266240.0,293287.0,328129.0,324720.0,318963.0,322566.0,324998.0,326263.0,327635.0
19087,320880.0,317866.0,331595.0,350476.0,370726.0,372253.0,382428.0,391324.0,399364.0,397846.0,382040.0
19089,259246.0,265737.0,293000.0,297740.0,317629.0,312755.0,329902.0,365818.0,374884.0,380660.0,407097.0
19091,227068.0,229255.0,251245.0,268962.0,285698.0,276082.0,275886.0,295074.0,317063.0,307256.0,310110.0
19093,382748.0,368176.0,367482.0,383528.0,392013.0,407413.0,417100.0,441588.0,440478.0,492440.0,506240.0
19095,227823.0,236738.0,259030.0,264043.0,269919.0,271036.0,270438.0,273833.0,276884.0,293268.0,302954.0
19097,414441.0,415573.0,432563.0,453856.0,464496.0,464933.0,478282.0,486985.0,489609.0,500918.0,517953.0
19099,573669.0,577266.0,578995.0,603397.0,628356.0,629231.0,620034.0,636621.0,652933.0,657941.0,672644.0
19101,309977.0,318639.0,340228.0,360362.0,396039.0,409528.0,441423.0,474356.0,516880.0,500882.0,493815.0
19103,2277742.0,2292407.0,2363189.0,2530554.0,2665631.0,2934150.0,3116769.0,3261091.0,3376648.0,3653408.0,3834210.0
19105,362274.0,379492.0,393714.0,420469.0,429952.0,434637.0,428907.0,436209.0,451938.0,462813.0,498082.0
19107,255727.0,252559.0,264768.0,283835.0,291668.0,295446.0,297649.0,308380.0,319270.0,318599.0,317274.0
19109,508375.0,522878.0,554896.0,581008.0,581823.0,588629.0,579601.0,610397.0,596693.0,613974.0,594921.0
19111,745536.0,754265.0,778221.0,799508.0,820480.0,834156.0,865569.0,878126.0,887059.0,892450.0,931228.0
19113,3735548.0,3929993.0,3766343.0,4150444.0,4280503.0,4605381.0,4482390.0,4506477.0,4769546.0,4854870.0,5243555.0
19115,162974.0,162809.0,171630.0,175600.0,185921.0,187023.0,200634.0,202362.0,205418.0,215091.0,218756.0
19117,119977.0,133807.0,128179.0,136463.0,133567.0,131881.0,139012.0,141192.0,142008.0,136663.0,128068.0
19119,322412.0,327888.0,350785.0,353182.0,367751.0,377141.0,408214.0,429965.0,447449.0,467695.0,482050.0
19121,223874.0,236217.0,246687.0,268713.0,277126.0,278062.0,279443.0,299205.0,308176.0,308565.0,335723.0
19123,452870.0,448044.0,458108.0,474073.0,456433.0,398620.0,453819.0,466069.0,445802.0,451167.0,464389.0
19125,531723.0,539407.0,561300.0,592417.0,641729.0,669010.0,670429.0,707584.0,732195.0,773687.0,833852.0
19127,693959.0,749776.0,813000.0,888528.0,938324.0,978290.0,998994.0,851640.0,1036371.0,1077426.0,1088016.0
19129,228198.0,243420.0,244684.0,256278.0,269384.0,280501.0,307172.0,348152.0,368982.0,593241.0,831073.0
19131,406047.0,401466.0,432494.0,447309.0,467295.0,478081.0,461675.0,466729.0,472271.0,487762.0,488096.0
19133,250631.0,251721.0,282206.0,292107.0,299919.0,305528.0,289154.0,297966.0,301780.0,302576.0,300747.0
19135,181104.0,186843.0,185326.0,193554.0,187564.0,186663.0,197526.0,181570.0,181125.0,185464.0,181196.0
19137,250547.0,264858.0,272120.0,294468.0,295709.0,306450.0,299353.0,297932.0,290585.0,296302.0,315087.0
19139,720332.0,749643.0,766411.0,826114.0,823800.0,831967.0,834324.0,860325.0,893256.0,874292.0,889534.0
19141,402047.0,431884.0,452939.0,502764.0,537437.0,535044.0,556911.0,616068.0,614514.0,635304.0,672458.0
19143,165568.0,168890.0,179112.0,189579.0,200199.0,205775.0,206907.0,214377.0,213072.0,212102.0,208580.0
19145,369066.0,374751.0,397471.0,432017.0,444322.0,459249.0,463780.0,457865.0,461060.0,468358.0,489934.0
19147,254745.0,269203.0,281457.0,288123.0,306886.0,316554.0,299027.0,308726.0,346326.0,366899.0,374946.0
19149,805915.0,820094.0,808810.0,847921.0,879206.0,886924.0,876305.0,859829.0,907342.0,921867.0,953010.0
19151,199852.0,204619.0,221438.0,243701.0,265818.0,261835.0,261509.0,257670.0,261712.0,262147.0,254995.0
19153,12356044.0,12963805.0,14248847.0,13572077.0,12654382.0,12849335.0,13735389.0,14232467.0,14903519.0,15914767.0,16937695.0
19155,1334262.0,1325504.0,1300343.0,1437344.0,1490512.0,1578016.0,1639302.0,1694491.0,1737002.0,1796862.0,1738015.0
19157,351616.0,369328.0,371261.0,376621.0,380785.0,378320.0,385091.0,388408.0,389689.0,404181.0,427166.0
19159,77561.0,76541.0,80167.0,89774.0,91327.0,99818.0,94119.0,91336.0,88514.0,90505.0,93282.0
19161,304495.0,319841.0,339551.0,355544.0,360656.0,363480.0,368111.0,380753.0,387644.0,391564.0,401493.0
19163,2877462.0,3043703.0,3204451.0,3323696.0,3490887.0,3331124.0,3392549.0,3656684.0,4230067.0,4020000.0,4194547.0
19165,377333.0,376906.0,402190.0,446179.0,453974.0,480476.0,454184.0,456115.0,472437.0,467608.0,446675.0
19167,1133317.0,1181044.0,1223158.0,1316616.0,1392147.0,1494955.0,1575263.0,1598482.0,1653549.0,1705446.0,1797186.0
19169,1513971.0,1618299.0,1747765.0,1953091.0,2074532.0,2090206.0,2187632.0,2253483.0,2378500.0,2474024.0,2462515.0
19171,335377.0,322093.0,313418.0,295704.0,312754.0,311358.0,297764.0,309473.0,311378.0,317823.0,329721.0
19173,89333.0,93717.0,102230.0,110132.0,118179.0,112447.0,114601.0,115641.0,121254.0,123086.0,128865.0
19175,313884.0,325515.0,346313.0,366411.0,373097.0,376118.0,377091.0,393779.0,409571.0,417225.0,417042.0
19177,137202.0,140714.0,160621.0,160316.0,161616.0,163210.0,172395.0,159474.0,161056.0,160876.0,168205.0
19179,446409.0,491685.0,489548.0,487687.0,476199.0,451454.0,451732.0,467856.0,477682.0,463911.0,431685.0
19181,477087.0,490995.0,514485.0,535536.0,550385.0,561394.0,623633.0,669649.0,741322.0,758718.0,860884.0
19183,481776.0,488060.0,514161.0,521273.0,536633.0,545206.0,550145.0,556093.0,582408.0,601978.0,643608.0
19185,101395.0,104603.0,107996.0,120909.0,126798.0,126848.0,128223.0,133040.0,145722.0,150450.0,149544.0
19187,729117.0,713252.0,721609.0,757610.0,766658.0,746012.0,755375.0,818612.0,789702.0,821946.0,818455.0
19189,309848.0,328112.0,349855.0,373880.0,394311.0,417828.0,444838.0,442695.0,452724.0,461159.0,475246.0
19191,505512.0,537351.0,584395.0,594495.0,637968.0,671226.0,676168.0,696457.0,745294.0,771637.0,776889.0
19193,1933014.0,1961990.0,2035060.0,2142215.0,2151104.0,2248899.0,2388070.0,2431063.0,2342651.0,2406920.0,2381290.0
19195,130571.0,132577.0,143952.0,147455.0,160236.0,167888.0,167032.0,162756.0,163367.0,153220.0,148556.0
19197,335999.0,337113.0,365646.0,390499.0,401386.0,396576.0,388798.0,409624.0,406027.0,427822.0,434554.0
20001,220149.0,251569.0,251921.0,261114.0,264118.0,258846.0,273368.0,280813.0,294921.0,291558.0,292404.0
20003,176378.0,176819.0,176778.0,174149.0,176552.0,181701.0,182029.0,181034.0,186830.0,192539.0,199675.0
20005,333916.0,326863.0,343398.0,366957.0,359722.0,387139.0,410794.0,409326.0,402003.0,407842.0,401900.0
20007,134895.0,131385.0,149454.0,169821.0,179475.0,183100.0,188807.0,172060.0,165009.0,153658.0,148505.0
20009,863435.0,868606.0,852750.0,878583.0,858889.0,923787.0,937985.0,965846.0,974734.0,976258.0,1005859.0
20011,235911.0,234822.0,240354.0,235267.0,262738.0,251353.0,244045.0,251638.0,294177.0,256374.0,254338.0
20013,298915.0,319986.0,316964.0,353582.0,359280.0,371855.0,359789.0,349635.0,340820.0,339895.0,327854.0
20015,863223.0,933897.0,964509.0,979057.0,940189.0,991847.0,1063154.0,1054891.0,1114909.0,1105301.0,1166789.0
20017,38025.0,42184.0,40257.0,40781.0,43776.0,45299.0,46516.0,48697.0,51083.0,53194.0,50445.0
20019,50401.0,53322.0,59892.0,58046.0,58195.0,59620.0,60416.0,58408.0,59419.0,58930.0,55769.0
20021,249099.0,248790.0,246292.0,238710.0,235213.0,245645.0,234749.0,239218.0,249306.0,270530.0,305237.0
20023,67445.0,69069.0,78046.0,84575.0,87600.0,90753.0,88580.0,86761.0,87060.0,90434.0,88989.0
20025,87676.0,93173.0,95984.0,95715.0,92972.0,95643.0,93746.0,71124.0,105794.0,100909.0,104775.0
20027,191248.0,194551.0,207734.0,205880.0,209618.0,225065.0,215471.0,213413.0,214766.0,216151.0,224429.0
20029,215075.0,220483.0,230239.0,247661.0,239496.0,232584.0,245386.0,249073.0,257280.0,259797.0,249943.0
20031,243840.0,256491.0,270014.0,267440.0,275963.0,283454.0,288707.0,289621.0,305022.0,315075.0,320280.0
20033,63873.0,65464.0,72019.0,78738.0,77808.0,80143.0,82524.0,80973.0,80207.0,79493.0,81474.0
